#proteinId	gotermId	goName	gotermType	goAcc
21001	3878	spliceosome	cellular_component	GO:0005681
390974	10008	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	molecular_function	GO:0016813
390974	21295	metal ion binding	molecular_function	GO:0046872
390974	2819	hydroxymethylglutaryl-CoA synthase activity	molecular_function	GO:0004421
390974	5967	isoprenoid biosynthetic process	biological_process	GO:0008299
390974	3708	binding	molecular_function	GO:0005488
391039	3736	ATP binding	molecular_function	GO:0005524
391039	4927	transport	biological_process	GO:0006810
391039	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
391039	9320	membrane	cellular_component	GO:0016020
391039	281	magnesium ion binding	molecular_function	GO:0000287
391039	2456	phospholipid-translocating ATPase activity	molecular_function	GO:0004012
391039	9220	phospholipid transport	biological_process	GO:0015914
391039	9321	integral to membrane	cellular_component	GO:0016021
391049	815	rhodopsin-like receptor activity	molecular_function	GO:0001584
391049	5270	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
391049	9321	integral to membrane	cellular_component	GO:0016021
391049	2313	1-alkyl-2-acetylglycerophosphocholine esterase activity	molecular_function	GO:0003847
391079	3421	guanyl-nucleotide exchange factor activity	molecular_function	GO:0005085
391079	3827	intracellular	cellular_component	GO:0005622
391079	24310	regulation of small GTPase mediated signal transduction	biological_process	GO:0051056
391079	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
391079	279	1-phosphatidylinositol-3-phosphate 5-kinase activity	molecular_function	GO:0000285
391080	70	protein import into nucleus, docking	biological_process	GO:0000059
391080	3838	nucleus	cellular_component	GO:0005634
391080	3846	nuclear pore	cellular_component	GO:0005643
391080	3930	cytoplasm	cellular_component	GO:0005737
391080	4994	intracellular protein transport	biological_process	GO:0006886
391080	6212	protein transporter activity	molecular_function	GO:0008565
391080	5021	apoptosis	biological_process	GO:0006915
391080	5932	importin-alpha export receptor activity	molecular_function	GO:0008262
391080	5951	cell proliferation	biological_process	GO:0008283
391080	3708	binding	molecular_function	GO:0005488
391099	9985	hydrolase activity	molecular_function	GO:0016787
391143	2956	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	molecular_function	GO:0004579
391143	3978	endoplasmic reticulum membrane	cellular_component	GO:0005789
391143	10614	protein amino acid N-linked glycosylation via asparagine	biological_process	GO:0018279
391168	3724	calcium ion binding	molecular_function	GO:0005509
391175	4591	protein folding	biological_process	GO:0006457
391175	13917	heat shock protein binding	molecular_function	GO:0031072
391175	24336	unfolded protein binding	molecular_function	GO:0051082
391190	3727	protein binding	molecular_function	GO:0005515
391190	2460	adenylate cyclase activity	molecular_function	GO:0004016
391190	5962	calcium- and calmodulin-responsive adenylate cyclase activity	molecular_function	GO:0008294
391193	2378	GTPase activity	molecular_function	GO:0003924
391193	3737	GTP binding	molecular_function	GO:0005525
391193	2229	translation elongation factor activity	molecular_function	GO:0003746
391193	3930	cytoplasm	cellular_component	GO:0005737
391193	4558	translational elongation	biological_process	GO:0006414
391193	4556	translation	biological_process	GO:0006412
391193	6198	protein-synthesizing GTPase activity	molecular_function	GO:0008547
391229	3737	GTP binding	molecular_function	GO:0005525
391229	3827	intracellular	cellular_component	GO:0005622
391249	2227	structural constituent of ribosome	molecular_function	GO:0003735
391249	3827	intracellular	cellular_component	GO:0005622
391249	4025	ribosome	cellular_component	GO:0005840
391249	4556	translation	biological_process	GO:0006412
391253	2796	hexokinase activity	molecular_function	GO:0004396
391253	3736	ATP binding	molecular_function	GO:0005524
391253	4261	glycolysis	biological_process	GO:0006096
391258	2244	microtubule motor activity	molecular_function	GO:0003777
391258	4051	microtubule associated complex	cellular_component	GO:0005875
391258	5112	microtubule-based process	biological_process	GO:0007017
391258	6214	dynein ATPase activity	molecular_function	GO:0008567
391285	587	nucleosome	cellular_component	GO:0000786
391285	2176	DNA binding	molecular_function	GO:0003677
391285	3838	nucleus	cellular_component	GO:0005634
391285	4484	nucleosome assembly	biological_process	GO:0006334
391286	4143	carbohydrate metabolic process	biological_process	GO:0005975
391286	18089	phosphoric ester hydrolase activity	molecular_function	GO:0042578
391286	150	ubiquitin ligase complex	cellular_component	GO:0000151
391286	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
391286	9776	protein ubiquitination	biological_process	GO:0016567
391359	70	protein import into nucleus, docking	biological_process	GO:0000059
391359	3838	nucleus	cellular_component	GO:0005634
391359	3846	nuclear pore	cellular_component	GO:0005643
391359	3930	cytoplasm	cellular_component	GO:0005737
391359	4994	intracellular protein transport	biological_process	GO:0006886
391359	6212	protein transporter activity	molecular_function	GO:0008565
391359	3708	binding	molecular_function	GO:0005488
391370	5830	metabolic process	biological_process	GO:0008152
391370	9977	nucleotidyltransferase activity	molecular_function	GO:0016779
391370	2431	UTP:glucose-1-phosphate uridylyltransferase activity	molecular_function	GO:0003983
391416	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
391416	3782	extracellular region	cellular_component	GO:0005576
391416	4143	carbohydrate metabolic process	biological_process	GO:0005975
391416	13137	cellulose binding	molecular_function	GO:0030248
391416	6429	cellulase activity	molecular_function	GO:0008810
391432	3737	GTP binding	molecular_function	GO:0005525
391444	2176	DNA binding	molecular_function	GO:0003677
391444	3875	chromatin silencing complex	cellular_component	GO:0005677
391444	4492	chromatin silencing	biological_process	GO:0006342
391444	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
391444	4609	protein amino acid deacetylation	biological_process	GO:0006476
391444	5939	zinc ion binding	molecular_function	GO:0008270
391444	10293	NAD-dependent histone deacetylase activity	molecular_function	GO:0017136
391444	24535	NAD binding	molecular_function	GO:0051287
391444	2805	histone deacetylase activity	molecular_function	GO:0004407
391444	6078	protein N-terminal asparagine amidohydrolase activity	molecular_function	GO:0008418
391444	6380	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	molecular_function	GO:0008759
391444	11049	iprodione amidohydrolase activity	molecular_function	GO:0018748
391444	11050	(3,5-dichlorophenylurea)acetate amidohydrolase activity	molecular_function	GO:0018749
391444	19211	N2-acetyl-L-lysine deacetylase activity	molecular_function	GO:0043747
391444	19212	O-succinylbenzoate synthase activity	molecular_function	GO:0043748
391444	19328	indoleacetamide hydrolase activity	molecular_function	GO:0043864
391444	21832	N-acetylgalactosamine-6-phosphate deacetylase activity	molecular_function	GO:0047419
391459	2227	structural constituent of ribosome	molecular_function	GO:0003735
391459	3827	intracellular	cellular_component	GO:0005622
391459	4025	ribosome	cellular_component	GO:0005840
391459	4556	translation	biological_process	GO:0006412
391534	4637	GPI anchor biosynthetic process	biological_process	GO:0006506
391534	9321	integral to membrane	cellular_component	GO:0016021
391534	10330	phosphatidylinositol N-acetylglucosaminyltransferase activity	molecular_function	GO:0017176
391539	3433	Rab GTPase activator activity	molecular_function	GO:0005097
391539	3827	intracellular	cellular_component	GO:0005622
391539	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
391587	5765	N-acetyltransferase activity	molecular_function	GO:0008080
391587	5830	metabolic process	biological_process	GO:0008152
391587	2585	dihydrolipoamide branched chain acyltransferase activity	molecular_function	GO:0004147
391587	2803	H2A/H2B histone acetyltransferase activity	molecular_function	GO:0004405
391587	2804	H3/H4 histone acetyltransferase activity	molecular_function	GO:0004406
391587	6038	O-acyltransferase activity	molecular_function	GO:0008374
391587	6075	acyltransferase activity	molecular_function	GO:0008415
391587	6565	palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity	molecular_function	GO:0008951
391587	9635	carnitine O-acyltransferase activity	molecular_function	GO:0016406
391587	9636	acetyltransferase activity	molecular_function	GO:0016407
391587	9637	C-acyltransferase activity	molecular_function	GO:0016408
391587	9638	palmitoyltransferase activity	molecular_function	GO:0016409
391587	9639	N-acyltransferase activity	molecular_function	GO:0016410
391587	9640	acylglycerol O-acyltransferase activity	molecular_function	GO:0016411
391587	9641	serine O-acyltransferase activity	molecular_function	GO:0016412
391587	9642	O-acetyltransferase activity	molecular_function	GO:0016413
391587	9643	O-octanoyltransferase activity	molecular_function	GO:0016414
391587	9644	octanoyltransferase activity	molecular_function	GO:0016415
391587	9645	O-palmitoyltransferase activity	molecular_function	GO:0016416
391587	9646	S-acyltransferase activity	molecular_function	GO:0016417
391587	9647	S-acetyltransferase activity	molecular_function	GO:0016418
391587	9648	S-malonyltransferase activity	molecular_function	GO:0016419
391587	9649	malonyltransferase activity	molecular_function	GO:0016420
391587	9676	C-palmitoyltransferase activity	molecular_function	GO:0016454
391587	9947	succinyltransferase activity	molecular_function	GO:0016748
391587	9948	N-succinyltransferase activity	molecular_function	GO:0016749
391587	9949	O-succinyltransferase activity	molecular_function	GO:0016750
391587	9950	S-succinyltransferase activity	molecular_function	GO:0016751
391587	9951	sinapoyltransferase activity	molecular_function	GO:0016752
391587	9952	O-sinapoyltransferase activity	molecular_function	GO:0016753
391587	10381	peptidyl-lysine N6-myristoyltransferase activity	molecular_function	GO:0018030
391587	10382	peptidyl-lysine N6-palmitoyltransferase activity	molecular_function	GO:0018031
391587	11014	benzoyl acetate-CoA thiolase activity	molecular_function	GO:0018711
391587	11015	3-hydroxybutyryl-CoA thiolase activity	molecular_function	GO:0018712
391587	11016	3-ketopimelyl-CoA thiolase activity	molecular_function	GO:0018713
391587	11390	N-palmitoyltransferase activity	molecular_function	GO:0019105
391587	11391	myristoyltransferase activity	molecular_function	GO:0019107
391587	11465	acyl-CoA N-acyltransferase activity	molecular_function	GO:0019186
391587	11963	protein-cysteine S-myristoyltransferase activity	molecular_function	GO:0019705
391587	11964	protein-cysteine S-palmitoleyltransferase activity	molecular_function	GO:0019706
391587	11965	protein-cysteine S-acyltransferase activity	molecular_function	GO:0019707
391587	15051	glucosaminyl-phosphotidylinositol O-acyltransferase activity	molecular_function	GO:0032216
391587	19206	L-2-aminoadipate N-acetyltransferase activity	molecular_function	GO:0043741
391587	19228	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity	molecular_function	GO:0043764
391587	19270	keto acid formate lyase activity	molecular_function	GO:0043806
391587	19313	Ras palmitoyltransferase activity	molecular_function	GO:0043849
391587	21363	azetidine-2-carboxylic acid acetyltransferase activity	molecular_function	GO:0046941
391590	3736	ATP binding	molecular_function	GO:0005524
391590	4927	transport	biological_process	GO:0006810
391590	9321	integral to membrane	cellular_component	GO:0016021
391590	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
391590	10082	ATPase activity	molecular_function	GO:0016887
391590	162	nucleotide binding	molecular_function	GO:0000166
391590	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
391616	2706	threonine endopeptidase activity	molecular_function	GO:0004298
391616	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
391619	2810	homoserine dehydrogenase activity	molecular_function	GO:0004412
391619	6284	amino acid biosynthetic process	biological_process	GO:0008652
391619	2290	catalytic activity	molecular_function	GO:0003824
391619	3708	binding	molecular_function	GO:0005488
