#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
517022	515910	KOG3694	Protein required for meiosis	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
517025	515913	KOG0615	Serine/threonine protein kinase Chk2 and related proteins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
517136	516024	KOG2809	Telomerase elongation inhibitor/RNA maturation protein PINX1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
517365	516253	KOG2227	Pre-initiation complex, subunit CDC6, AAA+ superfamily ATPase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
517637	516525	KOG4593	Mitotic checkpoint protein MAD1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
518288	517176	KOG2186	Cell growth-regulating nucleolar protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
518486	517374	KOG1987	Speckle-type POZ protein SPOP and related proteins with TRAF, MATH and BTB/POZ domains	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
518844	517732	KOG4593	Mitotic checkpoint protein MAD1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
519047	517935	KOG0615	Serine/threonine protein kinase Chk2 and related proteins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
519428	518316	KOG1126	DNA-binding cell division cycle control protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
519519	518407	KOG3999	Checkpoint 9-1-1 complex, HUS1 component	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
519973	518861	KOG0834	CDK9 kinase-activating protein cyclin T	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
520006	518894	KOG3000	Microtubule-binding protein involved in cell cycle control	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
520613	519501	KOG4593	Mitotic checkpoint protein MAD1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
521252	520140	KOG4593	Mitotic checkpoint protein MAD1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
522151	521039	KOG4593	Mitotic checkpoint protein MAD1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
522993	521881	KOG1987	Speckle-type POZ protein SPOP and related proteins with TRAF, MATH and BTB/POZ domains	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
522994	521882	KOG1987	Speckle-type POZ protein SPOP and related proteins with TRAF, MATH and BTB/POZ domains	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
523243	522131	KOG0082	G-protein alpha subunit (small G protein superfamily)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
523288	522176	KOG2655	Septin family protein (P-loop GTPase)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
523296	522184	KOG0668	Casein kinase II, alpha subunit	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
523342	522230	KOG2655	Septin family protein (P-loop GTPase)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
523356	522244	KOG3022	Predicted ATPase, nucleotide-binding	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
524098	522986	KOG2166	Cullins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
524252	523140	KOG1517	Guanine nucleotide binding protein MIP1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
524364	523252	KOG2655	Septin family protein (P-loop GTPase)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
524596	523484	KOG0082	G-protein alpha subunit (small G protein superfamily)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
524688	523576	KOG0440	Cell cycle-associated protein Mob1-1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
524754	523642	KOG0668	Casein kinase II, alpha subunit	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
524768	523656	KOG3022	Predicted ATPase, nucleotide-binding	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
524789	523677	KOG3000	Microtubule-binding protein involved in cell cycle control	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
524893	523781	KOG4456	Inner centromere protein (INCENP), C-terminal domain	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
525045	523933	KOG0588	Serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
525197	524085	KOG1546	Metacaspase involved in regulation of apoptosis	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
525324	524212	KOG0414	Chromosome condensation complex Condensin, subunit D2	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
525417	524305	KOG2655	Septin family protein (P-loop GTPase)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
525580	524468	KOG1915	Cell cycle control protein (crooked neck)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
525656	524544	KOG2166	Cullins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
525838	524726	KOG2167	Cullins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
525909	524797	KOG0668	Casein kinase II, alpha subunit	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
621743	620631	KOG2043	Signaling protein SWIFT and related BRCT domain proteins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
622498	621386	KOG2043	Signaling protein SWIFT and related BRCT domain proteins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
627103	625991	KOG4593	Mitotic checkpoint protein MAD1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
633194	632082	KOG0590	Checkpoint kinase and related serine/threonine protein kinases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
633206	632094	KOG0834	CDK9 kinase-activating protein cyclin T	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
634324	633212	KOG0590	Checkpoint kinase and related serine/threonine protein kinases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
638344	637232	KOG4593	Mitotic checkpoint protein MAD1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
639891	638779	KOG0590	Checkpoint kinase and related serine/threonine protein kinases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
640168	639056	KOG4593	Mitotic checkpoint protein MAD1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
644526	643414	KOG0590	Checkpoint kinase and related serine/threonine protein kinases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
661821	660709	KOG0373	Serine/threonine specific protein phosphatase involved in cell cycle control, PP2A-related	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
661902	660790	KOG3285	Spindle assembly checkpoint protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
662199	661087	KOG1507	Nucleosome assembly protein NAP-1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
662423	661311	KOG0580	Serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
662435	661323	KOG0082	G-protein alpha subunit (small G protein superfamily)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
663209	662097	KOG2655	Septin family protein (P-loop GTPase)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
663263	662151	KOG1036	Mitotic spindle checkpoint protein BUB3, WD repeat superfamily	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
663283	662171	KOG3092	Casein kinase II, beta subunit	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
663453	662341	KOG0082	G-protein alpha subunit (small G protein superfamily)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
663486	662374	KOG3022	Predicted ATPase, nucleotide-binding	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
663747	662635	KOG0373	Serine/threonine specific protein phosphatase involved in cell cycle control, PP2A-related	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
664071	662959	KOG2168	Cullins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
664304	663192	KOG2398	Predicted proline-serine-threonine phosphatase-interacting protein (PSTPIP)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
664583	663471	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
665045	663933	KOG4124	Putative transcriptional repressor regulating G2/M transition	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
665051	663939	KOG1987	Speckle-type POZ protein SPOP and related proteins with TRAF, MATH and BTB/POZ domains	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
665104	663992	KOG1969	DNA replication checkpoint protein CHL12/CTF18	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
665255	664143	KOG3437	Anaphase-promoting complex (APC), subunit 10	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
665278	664166	KOG1987	Speckle-type POZ protein SPOP and related proteins with TRAF, MATH and BTB/POZ domains	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
665308	664196	KOG1166	Mitotic checkpoint serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
665332	664220	KOG4164	Cyclin ik3-1/CABLES	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
665554	664442	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
665575	664463	KOG2398	Predicted proline-serine-threonine phosphatase-interacting protein (PSTPIP)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
665642	664530	KOG2043	Signaling protein SWIFT and related BRCT domain proteins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
665813	664701	KOG2025	Chromosome condensation complex Condensin, subunit G	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
666279	665167	KOG4640	Anaphase-promoting complex (APC), subunit 4	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
666610	665498	KOG0575	Polo-like serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
666623	665511	KOG2398	Predicted proline-serine-threonine phosphatase-interacting protein (PSTPIP)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
666664	665552	KOG4593	Mitotic checkpoint protein MAD1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
666888	665776	KOG0575	Polo-like serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
667024	665912	KOG1126	DNA-binding cell division cycle control protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
667034	665922	KOG2151	Predicted transcriptional regulator	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
667063	665951	KOG2398	Predicted proline-serine-threonine phosphatase-interacting protein (PSTPIP)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
667108	665996	KOG1126	DNA-binding cell division cycle control protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
667200	666088	KOG2398	Predicted proline-serine-threonine phosphatase-interacting protein (PSTPIP)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
667335	666223	KOG2166	Cullins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
667453	666341	KOG3194	Checkpoint 9-1-1 complex, RAD1 component	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
667531	666419	KOG2809	Telomerase elongation inhibitor/RNA maturation protein PINX1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
668306	667194	KOG2277	S-M checkpoint control protein CID1 and related nucleotidyltransferases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
668317	667205	KOG3056	Protein required for S-phase initiation or completion	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
668353	667241	KOG0964	Structural maintenance of chromosome protein 3 (sister chromatid cohesion complex Cohesin, subunit SMC3)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
